RecordID,Season,Team,Conference,Overall Seed,Bid Type,NET Rank,PrevNET,AvgOppNETRank,AvgOppNET,WL,Conf.Record,Non-ConferenceRecord,RoadWL,NETSOS,NETNonConfSOS,Quadrant1,Quadrant2,Quadrant3,Quadrant4
2021-22-Miami(OH),2021-22,Miami (OH),MAC,,,251,251,237,211,18-Nov,13-Aug,5-Mar,9-May,273,318,0-1,4-Jan,8-Jan,5-Sep
2021-22-SaintLouis,2021-22,Saint Louis,Atlantic 10,,,64,63,94,134,22-11,14-7,4-Aug,6-May,103,91,5-Jan,4-Apr,2-Jul,Oct-00
2021-22-NorthTexas,2021-22,North Texas,CUSA,,,47,47,127,165,22-6,17-3,3-May,1-Sep,144,54,1-Jan,3-May,2-May,Nov-00
2021-22-Brown,2021-22,Brown,Ivy League,,,211,211,179,187,16-Nov,9-May,7-Jun,7-Jun,183,119,0-1,6-Jan,5-Mar,4-Jul
2021-22-WestVirginia,2021-22,West Virginia,Big 12,,,78,78,4,80,16-17,15-May,2-Nov,10-Jan,2,132,16-Feb,1-Jun,Jan-00,Jul-00
2021-22-FresnoSt.,2021-22,Fresno St.,Mountain West,,,73,73,108,148,18-13,10-Sep,3-Sep,8-May,102,265,0-8,3-Mar,2-Apr,Nov-00
2021-22-St.Bonaventure,2021-22,St. Bonaventure,Atlantic 10,,,85,85,92,131,20-9,6-Dec,3-Aug,4-Apr,101,88,4-Mar,4-Mar,1-May,Sep-00
2021-22-NorthDakota,2021-22,North Dakota,Summit League,,,347,347,273,223,25-Apr,16-Feb,9-Feb,13-Jan,309,344,0-2,0-2,8-Jan,13-Mar
2021-22-SouthDakota,2021-22,South Dakota,Summit League,,,199,199,273,223,17-12,8-Dec,4-May,7-Jun,300,340,0-1,0-3,6-Feb,15-2
2021-22-Dartmouth,2021-22,Dartmouth,Ivy League,,,228,228,194,193,16-Aug,8-Jun,8-Feb,11-Apr,240,222,0-1,0-2,9-Mar,4-May
2021-22-UNLV,2021-22,UNLV,Mountain West,,,94,94,80,122,17-14,9-Oct,5-Jul,7-Apr,74,80,9-Mar,3-Feb,1-Apr,1-Aug
2021-22-Maine,2021-22,Maine,America East,,,353,353,284,227,23-Mar,15-Mar,0-8,14-Jan,230,92,0-3,0-3,0-4,13-Mar
2021-22-TexasSouthern,2021-22,Texas Southern,SWAC,67,AQ,197,197,336,247,18-12,16-5,7-Feb,10-Aug,253,14,2-Jan,0-3,0-2,17-5
2021-22-Evansville,2021-22,Evansville,MVC,,,323,323,111,151,24-May,17-Feb,7-Mar,11-Feb,119,231,0-4,0-6,9-Jan,5-Apr
2021-22-NorthernAriz.,2021-22,Northern Ariz.,Big Sky,,,335,335,266,219,23-Jul,16-May,7-Feb,11-Apr,244,67,0-2,0-2,0-7,12-Jul
2021-22-Troy,2021-22,Troy,Sun Belt,,,186,186,216,202,17-11,7-Nov,4-Jun,6-Aug,272,293,0-1,1-Feb,6-Jul,3-Aug
2021-22-Oregon,2021-22,Oregon,Pac-12,,,76,76,49,107,18-14,10-Dec,4-Jun,5-May,55,29,5-Apr,7-Mar,2-Mar,Aug-00
2021-22-Bellarmine,2021-22,Bellarmine,ASUN,,,194,193,188,191,16-13,14-5,8-Feb,8-Aug,126,2,0-5,1-Jan,4-Jan,14-3
2021-22-UNCGreensboro,2021-22,UNC Greensboro,SoCon,,,166,166,158,177,16-14,10-Sep,4-Jul,6-Jul,169,202,2-Jan,2-Feb,6-May,4-Aug
2021-22-UConn,2021-22,UConn,Big East,17,AL,17,16,54,108,23-9,14-7,2-Sep,5-May,41,130,6-May,3-Aug,Mar-00,Jul-00
2021-22-SantaClara,2021-22,Santa Clara,WCC,,,67,67,108,148,21-11,6-Nov,5-Oct,5-May,100,248,7-Feb,1-Jan,3-Jun,Dec-00
2021-22-UCIrvine,2021-22,UC Irvine,Big West,,,133,133,164,181,13-10,6-Sep,4-Apr,7-Jun,162,28,2-Feb,0-1,5-Mar,2-Aug
2021-22-Villanova,2021-22,Villanova,Big East,7,AQ,8,7,8,84,26-7,19-4,3-Jul,5-Oct,15,10,6-Aug,1-Sep,May-00,Apr-00
2021-22-ChicagoSt.,2021-22,Chicago St.,WAC,,,339,339,179,187,25-Jul,16-Mar,9-Apr,15-Feb,187,240,0-2,0-6,9-Jan,8-Jun
2021-22-CalSt.Fullerton,2021-22,Cal St. Fullerton,Big West,62,AQ,153,153,232,208,19-10,14-4,6-May,7-Jul,257,245,0-2,1-Jan,3-Jul,4-Nov
2021-22-CentralArk.,2021-22,Central Ark.,ASUN,,,318,318,185,190,20-Sep,10-Aug,10-Jan,14-Mar,159,18,0-5,0-1,8-Feb,6-Jul
2021-22-American,2021-22,American,Patriot,,,336,336,345,251,22-Oct,14-Jun,8-Apr,16-Apr,352,345,0-0,0-3,0-8,11-Oct
2021-22-Navy,2021-22,Navy,Patriot,,,173,173,306,235,20-11,14-7,4-Jun,5-Nov,295,135,0-1,4-Feb,2-Feb,16-4
2021-22-GeorgiaSt.,2021-22,Georgia St.,Sun Belt,63,AQ,159,159,188,191,15-10,5-Dec,5-Mar,6-Jun,250,181,0-1,0-1,6-Jul,2-Aug
2021-22-Washington,2021-22,Washington,Pac-12,,,110,110,61,112,17-15,10-Dec,5-May,7-Mar,70,281,0-8,3-Apr,3-Sep,1-Apr
2021-22-Lipscomb,2021-22,Lipscomb,ASUN,,,269,269,220,204,19-Nov,11-Jul,8-Apr,13-Mar,195,74,3-Jan,0-4,0-5,7-Oct
2021-22-WashingtonSt.,2021-22,Washington St.,Pac-12,,,61,61,78,121,19-14,10-Dec,4-Jul,5-Jun,96,276,0-6,4-Apr,3-Sep,1-Jun
2021-22-GeorgeMason,2021-22,George Mason,Atlantic 10,,,115,115,114,152,14-16,10-Jul,6-Jul,8-Apr,123,203,0-3,4-Feb,7-May,2-Jul
2021-22-SouthernMiss.,2021-22,Southern Miss.,CUSA,,,341,341,158,177,26-May,18-Feb,8-Mar,14-Jan,166,290,0-3,0-5,8-Jan,10-Apr
2021-22-Temple,2021-22,Temple,The American,,,111,111,96,136,17-12,8-Oct,4-Jul,6-May,97,197,5-Jan,4-Mar,2-May,1-Aug
2021-22-MountSt.Mary's,2021-22,Mount St. Mary's,NEC,,,250,250,335,246,13-16,8-Oct,8-Mar,11-Jun,254,98,0-3,0-2,0-3,13-8
2021-22-TheCitadel,2021-22,The Citadel,SoCon,,,230,230,151,176,18-Oct,13-Jul,5-Mar,9-May,173,279,0-2,0-4,5-May,7-May
2021-22-LSU,2021-22,LSU,SEC,22,AL,18,18,31,97,22-11,10-Oct,1-Dec,8-Feb,29,216,9-Jun,1-May,1-Jun,May-00
2021-22-SouthAlabama,2021-22,South Alabama,Sun Belt,,,146,145,213,201,15-11,8-Sep,3-Jun,8-Apr,267,219,0-1,0-1,7-May,2-Oct
2021-22-SanDiegoSt.,2021-22,San Diego St.,Mountain West,31,AL,25,25,57,110,23-8,15-5,3-Aug,5-May,60,96,8-May,May-00,Jun-00,Jul-00
2021-22-DePaul,2021-22,DePaul,Big East,,,102,103,59,111,15-16,15-Jun,1-Sep,9-Apr,50,339,11-Jan,4-Mar,1-Mar,Aug-00
2021-22-LittleRock,2021-22,Little Rock,Sun Belt,,,315,315,138,170,19-Jun,12-Apr,7-Feb,10-Jan,193,110,0-2,0-2,12-Mar,3-Mar
2021-22-Elon,2021-22,Elon,CAA,,,259,259,114,152,22-Aug,12-Jul,10-Jan,11-Mar,122,21,0-5,2-Jan,12-Feb,3-May
2021-22-N.C.Central,2021-22,N.C. Central,MEAC,,,289,289,312,237,15-Dec,6-Sep,9-Mar,11-May,266,141,0-2,0-1,7-Jan,5-Nov
2021-22-Louisville,2021-22,Louisville,ACC,,,138,138,54,108,13-19,15-Jul,4-Jun,10-Feb,79,162,0-6,8-Mar,5-May,May-00
2021-22-NorfolkSt.,2021-22,Norfolk St.,MEAC,64,AQ,156,156,358,276,21-6,15-2,4-Jun,6-Jul,354,275,0-1,0-1,1-Feb,19-3
2021-22-WesternIll.,2021-22,Western Ill.,Summit League,,,225,225,283,226,14-15,12-Jul,3-Jul,8-Jul,270,258,0-2,0-2,5-Apr,6-Oct
2021-22-LamarUniversity,2021-22,Lamar University,WAC,,,354,354,216,202,0-27,0-16,0-11,0-18,208,198,0-2,0-5,0-8,0-12
2021-22-Quinnipiac,2021-22,Quinnipiac,MAAC,,,239,239,237,211,13-17,14-Sep,3-Apr,9-Apr,314,348,0-0,0-3,9-Feb,5-Nov
2021-22-Manhattan,2021-22,Manhattan,MAAC,,,255,255,232,208,14-15,13-Aug,2-Jun,9-Apr,317,350,0-0,0-3,6-Jun,6-Aug
2021-22-McNeese,2021-22,McNeese,Southland,,,312,311,277,224,22-Jul,11-May,11-Feb,13-Feb,209,48,0-5,0-1,0-4,12-Jul
2021-22-NorthAla.,2021-22,North Ala.,ASUN,,,317,317,228,207,21-May,15-Feb,6-Mar,12-Feb,175,24,0-3,0-3,5-Jan,10-Apr
2021-22-Georgetown,2021-22,Georgetown,Big East,,,193,194,21,93,25-Jun,0-20,5-Jun,0-11,37,244,0-12,0-9,3-Feb,1-Apr
2021-22-Arkansas,2021-22,Arkansas,SEC,16,AL,20,20,36,102,25-8,14-6,2-Nov,4-May,48,287,6-Jul,1-May,1-Jun,Jul-00
2021-22-BowlingGreen,2021-22,Bowling Green,MAC,,,281,281,237,211,18-Nov,14-Jun,4-May,10-Mar,263,333,0-2,0-5,5-Jan,6-Oct
2021-22-Furman,2021-22,Furman,SoCon,,,80,80,135,169,21-12,14-7,5-Jul,8-Aug,176,173,0-4,2-Jan,4-Sep,2-Nov
2021-22-UtahTech,2021-22,Utah Tech,WAC,,,272,272,141,172,18-Sep,12-Jun,6-Mar,11-Mar,143,129,0-2,0-6,6-Mar,4-Jun
2021-22-SaintMary's(CA),2021-22,Saint Mary's (CA),WCC,19,AL,19,19,68,116,24-7,13-4,3-Nov,4-Jun,56,72,7-Apr,Jun-00,May-00,Sep-00
2021-22-SIUE,2021-22,SIUE,OVC,,,290,290,246,212,21-Sep,14-May,7-Apr,13-Mar,197,221,0-5,0-3,1-Jan,12-Aug
2021-22-Princeton,2021-22,Princeton,Ivy League,,,105,102,253,214,21-6,13-3,3-Aug,3-Aug,333,337,0-0,1-Jan,5-Jun,14-0
2021-22-CSUBakersfield,2021-22,CSU Bakersfield,Big West,,,278,278,194,193,19-Jun,13-Mar,6-Mar,11-Feb,188,86,2-Jan,0-2,0-9,6-May
2021-22-Liberty,2021-22,Liberty,ASUN,,,119,119,250,213,19-11,13-5,6-Jun,3-Jun,281,186,0-1,2-Jan,4-May,13-4
2021-22-Providence,2021-22,Providence,Big East,15,AL,32,33,36,102,25-5,15-4,1-Oct,2-Jul,54,124,3-May,2-Sep,Jun-00,May-00
2021-22-SetonHall,2021-22,Seton Hall,Big East,32,AL,37,37,21,93,20-10,9-Dec,1-Aug,5-Jun,28,101,7-Jun,3-Mar,Aug-00,Mar-00
2021-22-LongBeachSt.,2021-22,Long Beach St.,Big West,,,154,154,140,171,18-12,14-4,8-Apr,6-Jun,131,17,0-5,0-2,3-Aug,2-Oct
2021-22-SouthernUtah,2021-22,Southern Utah,Big Sky,,,178,179,292,229,18-11,14-7,4-Apr,7-Jul,292,114,0-2,0-1,3-Apr,14-5
2021-22-IdahoSt.,2021-22,Idaho St.,Big Sky,,,342,342,284,227,23-May,16-May,0-7,14-Feb,339,277,0-0,0-2,0-8,13-May
2021-22-Hartford,2021-22,Hartford,America East,,,284,284,336,247,20-Dec,10-Oct,10-Feb,12-May,343,346,0-1,2-Jan,0-6,11-Nov
2021-22-Hawaii,2021-22,Hawaii,Big West,,,169,169,226,206,15-11,6-Dec,5-Mar,5-May,304,303,0-1,0-2,6-May,2-Oct
2021-22-UAlbany,2021-22,UAlbany,America East,,,285,285,298,232,13-18,10-Sep,8-Apr,9-Aug,259,200,0-3,0-2,4-Feb,9-Nov
2021-22-UtahSt.,2021-22,Utah St.,Mountain West,,,60,60,86,126,17-15,11-Sep,4-Aug,7-Apr,73,66,11-Feb,1-Mar,1-Mar,2-Sep
2021-22-MoreheadSt.,2021-22,Morehead St.,OVC,,,112,112,208,199,20-11,15-6,5-May,8-Aug,130,41,0-8,Feb-00,1-Jan,17-2
2021-22-GreenBay,2021-22,Green Bay,Horizon,,,343,343,284,227,25-Apr,17-Apr,0-8,13-Jan,315,127,0-2,0-1,0-8,14-Apr
2021-22-Tennessee,2021-22,Tennessee,SEC,10,AQ,7,8,8,84,26-7,17-4,3-Sep,5-Jun,4,16,7-Nov,May-00,Apr-00,Jun-00
2021-22-William&Mary,2021-22,William & Mary,CAA,,,340,340,171,184,27-Apr,15-Apr,0-12,14-Jan,214,251,0-3,0-2,10-Feb,12-Feb
2021-22-A&M-CorpusChristi,2021-22,A&M-Corpus Christi,Southland,68,AQ,241,241,357,273,19-11,7-Oct,4-Sep,6-Jul,351,315,0-2,0-1,2-Jan,18-6
2021-22-Auburn,2021-22,Auburn,SEC,5,AL,11,12,26,94,27-5,15-4,1-Dec,3-Aug,43,79,5-Aug,Jul-00,Aug-00,Apr-00
2021-22-FGCU,2021-22,FGCU,ASUN,,,198,198,284,227,19-11,7-Nov,4-Aug,8-Jun,328,322,0-1,1-Jan,5-Jan,17-4
2021-22-Stanford,2021-22,Stanford,Pac-12,,,104,105,34,99,16-16,13-Sep,3-Jul,9-Mar,31,59,9-Mar,5-Feb,2-May,Jun-00
2021-22-Drake,2021-22,Drake,MVC,,,82,81,121,159,22-10,15-6,4-Jul,2-Aug,120,218,4-Feb,4-Feb,2-Jul,Nov-00
2021-22-Fordham,2021-22,Fordham,Atlantic 10,,,177,177,147,174,16-16,11-Sep,5-Jul,9-Mar,149,331,0-5,0-4,5-May,2-Nov
2021-22-NorthernColo.,2021-22,Northern Colo.,Big Sky,,,204,205,261,217,18-14,15-8,6-Mar,9-Aug,210,15,0-4,0-1,2-May,13-7
2021-22-Siena,2021-22,Siena,MAAC,,,238,238,223,205,15-14,9-Dec,5-Mar,8-Jul,305,341,0-0,2-Jan,5-Jun,7-Aug
2021-22-SaintJoseph's,2021-22,Saint Joseph's,Atlantic 10,,,183,183,107,146,19-Nov,14-May,5-Jun,10-Jan,114,182,0-5,5-Jan,6-Mar,3-Jul
2021-22-AlabamaSt.,2021-22,Alabama St.,SWAC,,,313,314,295,230,21-Sep,10-Aug,11-Jan,15-Mar,156,6,0-7,0-1,0-2,11-Sep
2021-22-NorthernKy.,2021-22,Northern Ky.,Horizon,,,195,195,319,239,18-12,16-7,5-Feb,7-Jul,349,249,0-1,0-1,4-Feb,16-6
2021-22-SouthCarolina,2021-22,South Carolina,SEC,,,93,93,32,98,17-13,10-Sep,3-Aug,7-Apr,36,246,8-Mar,3-Apr,2-May,May-00
2021-22-Colorado,2021-22,Colorado,Pac-12,,,70,70,87,127,21-11,13-9,2-Aug,4-Jun,72,324,6-Jan,2-Jun,3-May,Sep-00
2021-22-Howard,2021-22,Howard,MEAC,,,240,240,353,256,13-13,6-Sep,7-Apr,8-May,324,229,0-1,1-Jan,0-4,7-Dec
2021-22-Tulane,2021-22,Tulane,The American,,,97,98,84,124,14-15,9-Nov,6-Mar,8-Mar,85,301,0-5,5-Mar,3-May,2-Jun
2021-22-Monmouth,2021-22,Monmouth,MAAC,,,144,143,177,186,21-13,13-10,3-Aug,7-Oct,238,165,1-Jan,2-Jan,7-Aug,3-Nov
2021-22-CentralMich.,2021-22,Central Mich.,MAC,,,316,316,171,184,23-Jul,13-Jun,10-Jan,11-May,142,47,0-4,5-Jan,0-7,7-Jun
2021-22-LouisianaTech,2021-22,Louisiana Tech,CUSA,,,98,97,149,175,21-10,15-7,3-Jun,5-Aug,132,115,5-Feb,0-3,1-May,14-1
2021-22-IllinoisSt.,2021-22,Illinois St.,MVC,,,196,196,127,165,20-Nov,14-Jun,6-May,11-Jan,124,234,0-5,5-Jan,7-Jan,3-Sep
2021-22-St.John's(NY),2021-22,St. John's (NY),Big East,,,69,69,59,111,17-15,12-Sep,3-Aug,7-Apr,46,261,10-Feb,4-Feb,Jul-00,1-Jun
2021-22-Wisconsin,2021-22,Wisconsin,Big Ten,9,AL,24,24,8,84,24-7,15-6,1-Sep,2-Sep,18,43,3-Sep,2-Jul,2-Apr,Apr-00
2021-22-Indiana,2021-22,Indiana,Big Ten,45,AL,38,39,35,100,20-13,12-Nov,1-Sep,8-Mar,38,308,8-Apr,4-Apr,1-May,Jul-00
2021-22-California,2021-22,California,Pac-12,,,145,144,66,115,20-Dec,16-May,4-Jul,9-Feb,61,225,0-7,10-Mar,2-Feb,1-Jul
2021-22-AbileneChristian,2021-22,Abilene Christian,WAC,,,123,123,191,192,19-10,14-8,2-May,6-Jun,215,263,0-1,5-Jan,4-Jun,Dec-00
2021-22-MissouriSt.,2021-22,Missouri St.,MVC,,,68,68,127,165,22-10,14-6,4-Aug,4-Aug,147,253,2-Jan,3-Mar,4-Aug,1-Oct
2021-22-ETSU,2021-22,ETSU,SoCon,,,184,185,120,157,13-17,12-Jul,5-Jun,10-Apr,127,58,3-Jan,3-Jan,5-Jul,6-Apr
2021-22-WesternCaro.,2021-22,Western Caro.,SoCon,,,287,287,151,176,21-Oct,14-May,7-May,14-Feb,198,310,0-2,2-Feb,0-13,4-Aug
2021-22-GeorgiaTech,2021-22,Georgia Tech,ACC,,,168,168,78,121,20-Nov,16-May,4-Jun,8-Mar,75,211,0-9,0-7,3-Jul,1-Apr
2021-22-WesternKy.,2021-22,Western Ky.,CUSA,,,126,125,149,175,17-13,8-Nov,5-Jun,6-May,165,144,0-2,0-7,3-May,1-Dec
2021-22-Col.ofCharleston,2021-22,Col. of Charleston,CAA,,,147,146,164,181,17-15,11-Sep,4-Aug,8-Jul,185,139,2-Jan,4-Jan,6-Apr,3-Nov
2021-22-FIU,2021-22,FIU,CUSA,,,266,266,237,211,13-17,14-May,3-Aug,11-Jan,293,358,0-1,0-3,8-Feb,5-Nov
2021-22-WichitaSt.,2021-22,Wichita St.,The American,,,87,87,74,119,15-13,10-Jun,3-Sep,5-Mar,87,126,4-Jan,6-Feb,3-Jun,Jun-00
2021-22-EasternMich.,2021-22,Eastern Mich.,MAC,,,303,303,208,199,21-Sep,15-May,6-Apr,14-Feb,233,175,0-2,0-6,0-6,7-Sep
2021-22-Portland,2021-22,Portland,WCC,,,176,176,181,188,16-14,8-Aug,6-Aug,8-Jun,128,332,5-Jan,0-4,3-Jan,14-2
2021-22-UTMartin,2021-22,UT Martin,OVC,,,304,304,191,192,22-Jun,14-Apr,8-Feb,13-Feb,150,106,0-4,0-6,0-4,8-Jun
2021-22-UIC,2021-22,UIC,Horizon,,,283,283,323,240,13-16,11-Oct,5-Mar,8-Aug,322,154,0-2,0-0,7-Feb,7-Nov
2021-22-TennesseeSt.,2021-22,Tennessee St.,OVC,,,273,273,309,236,18-Dec,11-Sep,7-Mar,11-May,288,356,0-3,0-2,0-4,9-Dec
2021-22-Gardner-Webb,2021-22,Gardner-Webb,Big South,,,174,174,261,217,15-13,6-Dec,7-Mar,9-Jun,241,102,0-2,0-2,6-Mar,3-Dec
2021-22-AirForce,2021-22,Air Force,Mountain West,,,256,256,119,156,18-Nov,14-Apr,4-Jul,10-Feb,109,357,0-7,4-Jan,5-Feb,2-Aug
2021-22-Tulsa,2021-22,Tulsa,The American,,,181,181,98,138,20-Nov,15-May,5-Jun,10-Jan,104,320,0-5,7-Jan,5-Apr,3-Jun
2021-22-Bucknell,2021-22,Bucknell,Patriot,,,334,334,300,233,23-Sep,14-Jun,9-Mar,15-Feb,332,292,0-0,0-5,0-6,12-Sep
2021-22-SeattleU,2021-22,Seattle U,WAC,,,130,129,253,214,21-9,14-5,4-Jul,5-Jun,258,335,0-1,5-Jan,2-May,15-1
2021-22-Oklahoma,2021-22,Oklahoma,Big 12,,,39,40,18,90,18-15,12-Aug,3-Oct,8-Mar,3,153,12-Apr,2-Jun,1-Feb,Jun-00
2021-22-Duke,2021-22,Duke,ACC,8,AL,12,13,71,117,28-6,18-5,1-Oct,2-Sep,68,116,2-Jun,3-Jun,1-Aug,Aug-00
2021-22-UTArlington,2021-22,UT Arlington,Sun Belt,,,234,234,138,170,18-Sep,11-Jul,7-Feb,13-Mar,136,9,0-5,0-1,7-May,5-Apr
2021-22-Lehigh,2021-22,Lehigh,Patriot,,,300,300,332,245,19-Dec,9-Nov,10-Jan,12-Apr,320,252,0-0,0-5,3-Feb,11-Oct
2021-22-Ohio,2021-22,Ohio,MAC,,,113,113,266,219,23-9,15-7,2-Aug,6-Aug,237,156,0-3,2-Mar,2-Feb,18-2
2021-22-ArkansasSt.,2021-22,Arkansas St.,Sun Belt,,,180,180,208,199,15-11,8-Sep,3-Jun,7-Jun,222,159,0-2,0-1,7-Apr,1-Nov
2021-22-StonyBrook,2021-22,Stony Brook,America East,,,233,233,281,225,17-13,8-Oct,5-Jul,9-May,247,179,0-3,0-2,3-Apr,13-5
2021-22-Georgia,2021-22,Georgia,SEC,,,223,223,30,96,26-Jun,18-Jan,8-May,0-10,47,280,10-Jan,8-Jan,0-5,3-Apr
2021-22-Buffalo,2021-22,Buffalo,MAC,,,118,118,216,202,17-11,13-7,4-Apr,6-Sep,207,55,2-Jan,4-Jan,3-Feb,13-2
2021-22-FDU,2021-22,FDU,NEC,,,348,348,300,233,22-Apr,12-Apr,0-10,16-Jan,243,78,0-2,0-4,3-Jan,13-Mar
2021-22-CentralConn.St.,2021-22,Central Conn. St.,NEC,,,345,345,326,241,24-Aug,14-May,10-Mar,15-Apr,301,199,0-2,0-2,0-8,12-Aug
2021-22-CoppinSt.,2021-22,Coppin St.,MEAC,,,301,301,253,214,23-Sep,9-Aug,14-Jan,16-Apr,212,90,0-2,0-4,9-Jan,8-Aug
2021-22-SacredHeart,2021-22,Sacred Heart,NEC,,,325,325,354,261,20-Sep,11-Jun,9-Mar,13-Apr,355,336,0-1,0-0,5-Jan,14-Aug
2021-22-VMI,2021-22,VMI,SoCon,,,165,165,151,176,13-15,10-Sep,5-Apr,9-Jun,191,283,1-Jan,2-Feb,6-Apr,6-Jun
2021-22-Merrimack,2021-22,Merrimack,NEC,,,293,293,326,241,13-16,8-Sep,8-Apr,9-Jul,246,112,0-3,1-Jan,0-3,9-Dec
2021-22-SouthFla.,2021-22,South Fla.,The American,,,245,245,94,134,23-Aug,16-Mar,7-May,9-Feb,91,183,0-5,8-Jan,6-Mar,4-Apr
2021-22-OralRoberts,2021-22,Oral Roberts,Summit League,,,155,155,246,212,16-12,13-7,5-Mar,6-Aug,221,62,0-4,0-2,3-Mar,13-3
2021-22-YoungstownSt.,2021-22,Youngstown St.,Horizon,,,249,249,349,253,16-14,10-Dec,4-Apr,7-Jun,353,312,0-0,0-2,0-5,16-7
2021-22-Houston,2021-22,Houston,The American,18,AQ,3,3,74,119,29-5,18-3,2-Nov,3-Jul,99,149,4-Jan,1-Oct,Oct-00,Aug-00
2021-22-Hofstra,2021-22,Hofstra,CAA,,,116,116,151,176,19-11,13-6,5-Jun,8-Sep,148,34,2-Jan,0-4,3-Aug,2-Oct
2021-22-Bryant,2021-22,Bryant,NEC,66,AQ,200,200,340,249,21-9,18-2,7-Mar,7-Jul,319,148,0-1,0-3,2-Mar,18-3
2021-22-Binghamton,2021-22,Binghamton,America East,,,296,296,300,233,17-Oct,11-Sep,6-Jan,9-Jul,261,247,0-3,0-1,4-Feb,9-Aug
2021-22-SoutheastMo.St.,2021-22,Southeast Mo. St.,OVC,,,246,246,237,211,18-Dec,10-Sep,8-Mar,10-May,203,323,4-Jan,1-Jan,0-6,7-Oct
2021-22-Butler,2021-22,Butler,Big East,,,121,121,8,84,19-Dec,15-Jul,4-May,8-Mar,8,22,14-Feb,5-Mar,Feb-00,May-00
2021-22-Bethune-Cookman,2021-22,Bethune-Cookman,SWAC,,,338,338,329,243,21-Aug,11-Jul,10-Jan,12-Apr,323,171,0-1,0-3,3-Feb,14-Jun
2021-22-Montana,2021-22,Montana,Big Sky,,,254,254,312,237,15-14,10-Nov,4-Apr,10-Apr,308,193,0-2,0-2,4-Feb,13-6
2021-22-St.Thomas(MN),2021-22,St. Thomas (MN),Summit League,,,310,310,264,218,20-Jul,14-Apr,6-Mar,12-Mar,285,313,0-1,0-3,0-9,7-Jul
2021-22-Colgate,2021-22,Colgate,Patriot,57,AQ,128,128,332,245,22-11,19-2,9-Mar,10-Aug,326,187,0-2,Jan-00,6-Jan,20-3
2021-22-Toledo,2021-22,Toledo,MAC,,,75,75,223,205,25-7,18-4,3-Jul,5-Sep,268,174,0-1,2-Mar,3-Jul,15-1
2021-22-Radford,2021-22,Radford,Big South,,,291,291,237,211,18-Sep,10-Jul,8-Feb,12-Mar,202,44,0-2,0-4,0-7,5-Sep
2021-22-Alabama,2021-22,Alabama,SEC,21,AL,30,30,1,66,19-13,10-Sep,3-Oct,7-Mar,1,7,8-Aug,3-May,2-May,Jan-00
2021-22-Clemson,2021-22,Clemson,ACC,,,84,84,64,114,17-16,13-Sep,3-Aug,8-Mar,84,208,5-Jan,7-Mar,4-Jul,Jun-00
2021-22-PrairieView,2021-22,Prairie View,SWAC,,,298,298,228,207,19-Aug,9-Aug,0-10,13-Mar,116,1,0-7,0-2,0-2,8-Aug
2021-22-Minnesota,2021-22,Minnesota,Big Ten,,,108,108,21,93,13-17,17-Apr,Sep-00,9-Mar,30,298,10-Feb,0-6,1-Jun,May-00
2021-22-TarletonSt.,2021-22,Tarleton St.,WAC,,,212,212,161,178,17-Nov,9-Sep,8-Feb,12-Apr,121,13,0-3,0-6,6-Mar,2-Aug
2021-22-CaliforniaBaptist,2021-22,California Baptist,WAC,,,219,219,236,209,15-15,12-Aug,3-Jul,9-Mar,201,192,0-2,0-5,6-Feb,13-2
2021-22-Utah,2021-22,Utah,Pac-12,,,134,134,68,116,20-Nov,17-Apr,3-Jul,9-Feb,78,260,0-7,7-Feb,5-May,1-Apr
2021-22-EastCarolina,2021-22,East Carolina,The American,,,185,184,111,151,15-15,12-Jun,3-Sep,7-Feb,115,329,0-4,7-Jan,4-Feb,Dec-00
2021-22-BallSt.,2021-22,Ball St.,MAC,,,263,264,246,212,13-17,11-Sep,6-Apr,9-Apr,262,330,0-2,4-Jan,7-Jan,4-Nov
2021-22-SMU,2021-22,SMU,The American,,,45,44,98,138,23-8,14-5,3-Sep,5-Jun,106,285,2-Feb,4-Apr,1-Oct,1-Jul
2021-22-NorthwesternSt.,2021-22,Northwestern St.,Southland,,,330,330,250,213,23-Jun,10-May,13-Jan,13-Feb,146,19,0-6,0-0,0-4,13-Jun
2021-22-Vanderbilt,2021-22,Vanderbilt,SEC,,,66,66,36,102,17-16,12-Sep,4-Aug,7-May,27,180,11-Mar,3-Mar,2-Jun,May-00
2021-22-EasternKy.,2021-22,Eastern Ky.,ASUN,,,268,268,289,228,18-Sep,12-May,6-Apr,13-Jan,316,269,0-1,0-2,0-7,8-Sep
2021-22-Syracuse,2021-22,Syracuse,ACC,,,86,86,43,104,16-17,12-Oct,5-Jun,8-Mar,57,64,0-10,2-Apr,5-Jun,Jun-00
2021-22-Louisiana,2021-22,Louisiana,Sun Belt,,,187,187,204,196,14-15,10-Nov,5-Mar,8-Jun,227,104,0-2,0-2,7-Apr,4-Oct
2021-22-Belmont,2021-22,Belmont,OVC,,,71,71,194,193,24-7,15-4,3-Sep,4-Oct,161,57,3-Jan,3-Mar,1-Apr,16-0
2021-22-AppState,2021-22,App State,Sun Belt,,,160,160,144,173,16-14,13-7,7-Mar,7-Jun,170,27,0-2,0-4,5-Jul,3-Sep
2021-22-Purdue,2021-22,Purdue,Big Ten,11,AL,13,11,20,92,27-7,16-7,Nov-00,5-May,25,227,6-Aug,1-Jun,Jul-00,Jun-00
